Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),Total Percent,score,year,WordPercent,WordLogPercent,LetterPercent,Rep
2022-07-03 00:00:00,379,lilac,40486,3461,0,2,17,38,29,12,1,99.0,2.125,2019,0.0001207633,-9.021678126569562,26.0,1.5
2022-07-02 00:00:00,378,egret,41765,3515,0,3,14,33,33,15,2,100.0,2.1849999999999996,2019,1.86489e-05,-10.889723394847154,42.5,1.5
2022-07-01 00:00:00,377,pinto,47248,3792,0,5,25,41,22,6,1,100.0,1.98,2019,0.0001612025,-8.732849219327141,32.2,1.0
2022-06-30 00:00:00,376,hutch,44212,3758,0,1,12,28,28,21,9,99.0,2.125,2019,6.00933e-05,-9.71961220350279,26.9,1.5
2022-06-29 00:00:00,375,gawky,45645,3957,0,1,5,22,33,28,10,99.0,2.2399999999999998,2019,1.51746e-05,-11.095887580509448,15.37,1.0
2022-06-28 00:00:00,374,droll,47312,3844,0,2,16,31,31,17,3,100.0,2.18,2019,6.238e-05,-9.682265846784617,25.8,1.5
2022-06-27 00:00:00,373,retro,47986,3848,0,6,24,35,24,9,1,99.0,1.9949999999999999,2019,0.0001059497,-9.152546104778278,41.3,1.5
2022-06-26 00:00:00,372,rusty,50450,3954,0,9,37,34,13,5,1,99.0,1.805,2019,0.0004297128,-7.752393479402643,26.200000000000003,1.0
2022-06-25 00:00:00,371,beady,46089,3670,0,3,19,39,29,10,1,101.0,2.125,2019,5.51401e-05,-9.8056333388048,28.7,1.0
2022-06-24 00:00:00,370,smite,50617,3991,0,6,23,35,24,11,2,101.0,2.045,2019,0.0001097361,-9.117432165510609,37.5,1.0
2022-06-23 00:00:00,369,brink,53111,4118,0,4,22,41,24,7,1,99.0,2.005,2019,0.0003482469,-7.962598846995092,21.97,1.0
2022-06-22 00:00:00,368,awful,47645,3861,0,5,21,33,27,12,2,100.0,2.07,2018,0.0015736354,-6.454366794955374,19.6,1.0
2022-06-21 00:00:00,367,gloat,53342,4194,0,8,21,31,26,12,2,100.0,2.0349999999999997,2018,3.87518e-05,-10.158333351630858,30.799999999999997,1.0
2022-06-20 00:00:00,366,input,50484,3950,0,5,30,38,21,6,1,101.0,1.97,2018,0.0041725627,-5.479224875578935,27.5,1.0
2022-06-19 00:00:00,365,loser,55359,4399,1,10,28,32,19,8,2,100.0,1.89,2018,0.0002279366,-8.386443037853953,36.5,1.0
2022-06-18 00:00:00,364,cacao,47205,4101,0,1,9,27,36,23,4,100.0,2.295,2018,9.7668e-05,-9.23393658583137,29.5,1.5
2022-06-17 00:00:00,363,blown,54665,4251,0,6,23,35,26,10,1,101.0,2.06,2018,0.0009033609,-7.009388416619093,22.1,1.0
2022-06-16 00:00:00,362,apron,53430,4112,0,7,30,38,19,5,1,100.0,1.91,2018,0.0004054168,-7.8105948842524695,30.3,1.0
2022-06-15 00:00:00,361,primo,55989,4391,0,3,22,38,25,10,2,100.0,2.0549999999999997,2018,9.91378e-05,-9.2189997564593,24.8,1.0
2022-06-14 00:00:00,360,atone,59968,4762,2,16,34,29,14,4,1,100.0,1.7349999999999999,2018,8.41214e-05,-9.383249564377158,44.199999999999996,1.0
2022-06-13 00:00:00,359,donor,53802,4142,0,3,27,38,23,7,1,99.0,1.9849999999999999,2018,0.0009905763,-6.917223662990345,32.0,1.5
2022-06-12 00:00:00,358,float,56684,4323,1,12,30,32,18,6,1,100.0,1.8499999999999999,2018,0.0006608039,-7.322053433837876,31.0,1.0
2022-06-11 00:00:00,357,goose,51958,4087,0,2,12,28,32,21,5,100.0,2.215,2018,0.0004825207,-7.636486736551075,36.0,1.5
2022-06-10 00:00:00,356,piety,55376,4324,0,4,25,41,22,7,1,100.0,2.0,2019,0.0004729362,-7.656550062290899,32.7,1.0
2022-06-09 00:00:00,355,girth,60020,4665,0,6,23,33,23,12,3,100.0,2.015,2019,9.86151e-05,-9.224286164064806,30.200000000000003,1.0
2022-06-08 00:00:00,354,trait,61026,4607,0,6,22,35,24,11,2,100.0,2.03,2019,0.0007827152,-7.152741657385486,39.4,1.5
2022-06-07 00:00:00,353,flood,58991,4440,0,3,20,40,28,8,1,100.0,2.0749999999999997,2019,0.0015737296,-6.4543069353585185,25.5,1.5
2022-06-06 00:00:00,352,gloom,58478,4548,0,2,14,35,35,13,1,100.0,2.1999999999999997,2019,0.0005564458,-7.493940786421289,23.4,1.5
2022-06-05 00:00:00,351,depth,56738,4329,0,6,28,39,20,6,1,100.0,1.9449999999999998,2019,0.0035556057,-5.639229850493078,34.1,1.0
2022-06-04 00:00:00,350,froth,58263,4432,0,5,22,35,25,11,1,99.0,2.04,2019,8.64126e-05,-9.356377059453578,30.9,1.0
2022-06-03 00:00:00,349,peach,65431,4957,1,13,38,32,13,3,0,100.0,1.76,2019,0.000336396,-7.997221520542596,31.699999999999996,1.0
2022-06-02 00:00:00,348,showy,61278,4770,0,2,16,37,30,13,2,100.0,2.15,2019,7.60791e-05,-9.483736969450108,24.299999999999997,1.0
2022-06-01 00:00:00,347,creak,63241,4797,0,5,21,32,25,14,3,100.0,2.065,2019,0.0001387518,-8.882823832448906,30.47,1.0
2022-05-31 00:00:00,346,manor,62768,4802,0,6,27,34,21,10,2,100.0,1.98,2019,0.0004970626,-7.606794584064996,30.8,1.0
2022-05-30 00:00:00,345,atoll,60969,4741,0,6,28,36,21,8,1,100.0,1.97,2019,5.18841e-05,-9.86649817311125,32.8,1.5
2022-05-29 00:00:00,344,bayou,56839,4435,0,6,17,33,29,13,2,100.0,2.0999999999999996,2019,8.41933e-05,-9.382395212328603,22.0,1.0
2022-05-28 00:00:00,343,crept,60069,4562,0,4,27,38,22,7,1,99.0,1.97,2019,0.0007876113,-7.146505863917767,32.5,1.0
2022-05-27 00:00:00,342,tiara,63846,4842,0,8,36,33,17,6,1,101.0,1.89,2019,6.16163e-05,-9.694584112038344,38.5,1.5
2022-05-26 00:00:00,341,asset,63188,4733,0,7,28,34,21,8,1,99.0,1.94,2019,0.0020979548,-6.166792313568045,42.6,1.5
2022-05-25 00:00:00,340,vouch,62723,4835,0,2,9,25,33,24,6,99.0,2.23,2019,6.86157e-05,-9.586989186443809,20.18,1.0
2022-05-24 00:00:00,339,album,63380,4809,0,5,26,35,24,9,1,100.0,2.0149999999999997,2019,0.0007911669,-7.1420016137179445,18.9,1.0
2022-05-23 00:00:00,338,hinge,66431,4906,0,5,25,37,22,9,2,100.0,1.995,2019,0.0002044874,-8.49500419807155,34.5,1.0
2022-05-22 00:00:00,337,money,67909,4928,1,7,26,36,21,8,1,100.0,1.9549999999999998,2019,0.0179889129,-4.017999660861106,31.3,1.0
2022-05-21 00:00:00,336,scrap,66814,4973,1,9,28,34,20,8,1,101.0,1.94,2019,0.0004358646,-7.7381789133047345,25.199999999999996,1.0
2022-05-20 00:00:00,335,gamer,69884,5238,1,4,17,28,26,18,6,100.0,2.0799999999999996,2019,4.5115e-05,-10.00629577251781,31.299999999999997,1.0
2022-05-19 00:00:00,334,glass,70920,5162,0,4,19,33,27,14,3,100.0,2.095,2019,0.0078075202,-4.852667881554544,26.8,1.5
2022-05-18 00:00:00,333,scour,73933,5544,0,8,34,35,17,5,1,100.0,1.8699999999999999,2019,9.14736e-05,-9.299460151904189,25.400000000000002,1.0
2022-05-17 00:00:00,332,being,70722,5142,0,4,22,37,26,10,1,100.0,2.065,2018,0.0602750614,-2.8088368362509666,29.9,1.0
2022-05-16 00:00:00,331,delve,68349,5179,0,2,14,32,33,16,2,99.0,2.1849999999999996,2018,0.0001436619,-8.848047935733353,34.68,1.5
2022-05-15 00:00:00,330,yield,67115,4963,0,4,16,29,29,18,4,100.0,2.145,2018,0.0028146082,-5.872932210025819,30.0,1.0
2022-05-14 00:00:00,329,metal,73225,5290,1,10,31,34,18,7,1,102.0,1.9149999999999998,2018,0.0051903522,-5.2609537228351355,36.4,1.0
2022-05-13 00:00:00,328,tipsy,77585,5522,0,6,33,38,17,5,1,100.0,1.8949999999999998,2018,7.86327e-05,-9.45072291451147,26.3,1.0
2022-05-12 00:00:00,327,slung,75673,5419,0,2,16,37,31,13,2,101.0,2.175,2018,0.0002878821,-8.152959536645149,21.8,1.0
2022-05-11 00:00:00,326,farce,79446,5688,0,9,26,32,21,9,1,98.0,1.92,2018,0.0001519677,-8.791842559699322,31.9,1.0
2022-05-10 00:00:00,325,gecko,74412,5489,0,2,16,38,29,12,2,99.0,2.1149999999999998,2018,3.32739e-05,-10.310737252080761,25.77,1.0
2022-05-09 00:00:00,324,shine,88932,6146,1,14,32,30,17,6,1,101.0,1.835,2018,0.0007696401,-7.16958755498059,38.8,1.0
2022-05-08 00:00:00,323,canny,72518,5256,0,2,10,30,34,20,4,100.0,2.24,2018,6.50737e-05,-9.639990084232862,26.4,1.5
2022-05-07 00:00:00,322,midst,74458,5233,0,3,25,39,24,9,1,101.0,2.06,2018,0.0016676546,-6.396337070828961,29.1,1.0
2022-05-06 00:00:00,321,badge,76292,5482,0,4,20,35,26,12,2,99.0,2.0599999999999996,2018,0.0003916754,-7.845077122430378,28.7,1.0
2022-05-05 00:00:00,320,homer,85979,6313,0,3,16,26,24,19,12,100.0,2.02,2019,0.0005698869,-7.470072637876371,34.7,1.0
2022-05-04 00:00:00,319,train,107750,7243,6,26,32,22,10,3,0,99.0,1.55,2019,0.0049224337,-5.313952216307569,37.0,1.0
2022-05-03 00:00:00,318,hairy,85817,5941,1,8,24,33,23,10,1,100.0,1.9849999999999999,2019,0.0003119188,-8.072767660437625,29.299999999999997,1.0
2022-05-02 00:00:00,317,story,95643,6530,1,10,23,29,24,11,2,100.0,1.97,2019,0.0161343461,-4.126804981104527,30.9,1.0
2022-05-01 00:00:00,316,forgo,77658,5699,0,1,9,26,37,23,3,99.0,2.295,2019,9.20768e-05,-9.292887546543753,25.2,1.5
2022-04-30 00:00:00,315,larva,77991,5749,0,2,10,25,35,23,4,99.0,2.255,2019,9.38049e-05,-9.274293464510524,27.38,1.5
2022-04-29 00:00:00,314,trash,106652,7001,2,19,34,27,13,4,1,100.0,1.7,2019,0.0006738892,-7.302444852257157,35.699999999999996,1.0
2022-04-28 00:00:00,313,zesty,88974,6315,0,2,12,27,30,22,7,100.0,2.185,2019,1.5736e-05,-11.059559476877517,30.174,1.0
2022-04-27 00:00:00,312,shown,98967,6564,0,6,26,36,22,8,1,99.0,1.9649999999999999,2019,0.0133290644,-4.317808334801668,28.999999999999996,1.0
2022-04-26 00:00:00,311,heist,103153,6830,1,13,32,31,16,6,1,100.0,1.8199999999999998,2019,4.13159e-05,-10.094263144192649,41.199999999999996,1.0
2022-04-25 00:00:00,310,askew,91548,6549,0,3,13,29,32,19,4,100.0,2.195,2019,8.36767e-05,-9.388549994371742,30.369999999999997,1.0
2022-04-24 00:00:00,309,inert,97452,6743,0,7,27,34,22,9,1,100.0,1.98,2019,0.0002907886,-8.142914015274162,41.5,1.0
2022-04-23 00:00:00,308,olive,95562,6482,1,6,25,34,23,10,1,100.0,2.0,2019,0.0015585927,-6.463971980256273,32.18,1.0
2022-04-22 00:00:00,307,plant,119232,7731,2,19,39,28,10,3,0,101.0,1.685,2019,0.0068392751,-4.985073532496069,29.9,1.0
2022-04-21 00:00:00,306,oxide,97955,6960,0,2,11,30,33,21,4,101.0,2.2600000000000002,2019,0.0011883416,-6.735196557286445,31.65,1.0
2022-04-20 00:00:00,305,cargo,102007,6796,0,5,20,34,27,12,2,100.0,2.0749999999999997,2019,0.0009240808,-6.986711044258313,26.5,1.0
2022-04-19 00:00:00,304,foyer,108899,8198,0,2,10,19,19,23,26,99.0,1.8450000000000002,2019,0.0002818523,-8.174127383100995,30.4,1.0
2022-04-18 00:00:00,303,flair,112383,7341,1,8,30,36,18,6,1,100.0,1.89,2019,0.0001389663,-8.881279100271541,27.4,1.0
2022-04-17 00:00:00,302,ample,106681,7008,0,4,20,35,27,11,2,99.0,2.0549999999999997,2019,0.0006666753,-7.313207437174151,29.2,1.0
2022-04-16 00:00:00,301,cheek,107987,7035,0,3,19,40,28,9,1,100.0,2.09,2019,0.0025225911,-5.982468691423327,35.07,1.5
2022-04-15 00:00:00,300,shame,129991,8522,1,11,22,25,21,15,5,100.0,1.9449999999999998,2019,0.0024315027,-6.019245817695388,35.699999999999996,1.0
2022-04-14 00:00:00,299,mince,113448,7356,0,6,24,35,24,10,1,100.0,2.025,2019,8.84923e-05,-9.33259501538532,31.6,1.0
2022-04-13 00:00:00,298,chunk,123255,7835,1,4,29,42,18,5,1,100.0,1.9249999999999998,2019,0.000288331,-8.151401432218798,19.169999999999998,1.0
2022-04-12 00:00:00,297,royal,114907,7275,1,5,24,36,23,9,1,99.0,1.9849999999999999,2019,0.0050954923,-5.279398992833945,27.7,1.0
2022-04-11 00:00:00,296,squad,109828,7236,0,3,20,33,27,14,2,99.0,2.0949999999999998,2019,0.0005946177,-7.427591879932132,21.695,1.0
2022-04-10 00:00:00,295,black,126241,7894,1,10,31,34,18,6,1,101.0,1.8849999999999998,2019,0.0222364764,-3.8060212574037444,17.27,1.0
2022-04-09 00:00:00,294,stair,134210,8537,2,21,36,26,11,4,1,101.0,1.68,2019,0.0002509765,-8.290151248713638,36.599999999999994,1.0
2022-04-08 00:00:00,293,scare,141158,9010,1,12,23,26,21,13,4,100.0,1.925,2019,0.0005586797,-7.489934236506872,36.0,1.0
2022-04-07 00:00:00,292,foray,117761,7575,0,2,14,31,31,19,4,101.0,2.215,2019,8.68353e-05,-9.351497336943043,25.9,1.0
2022-04-06 00:00:00,291,comma,117856,7560,0,2,13,33,33,17,3,101.0,2.225,2019,0.0001666884,-8.699384356711533,23.3,1.5
2022-04-05 00:00:00,290,natal,121356,7702,0,2,14,32,32,17,3,100.0,2.1950000000000003,2019,0.0002119809,-8.459014381690622,36.2,1.5
2022-04-04 00:00:00,289,shawl,129651,7943,0,3,16,31,30,16,3,99.0,2.1350000000000002,2019,0.0002634236,-8.241747175098482,26.999999999999996,1.0
2022-04-03 00:00:00,288,fewer,124532,7931,0,2,10,24,32,26,6,100.0,2.26,2019,0.0019353038,-6.247490962240028,36.0,1.5
2022-04-02 00:00:00,287,trope,155079,9315,1,16,33,28,15,6,1,100.0,1.7799999999999998,2019,0.0002180235,-8.430907702819853,37.2,1.0
2022-04-01 00:00:00,286,snout,144648,8913,1,4,19,27,26,18,5,100.0,2.085,2019,0.0001428832,-8.853483044670309,32.4,1.0
2022-03-31 00:00:00,285,lowly,135219,8469,0,2,9,26,32,24,8,101.0,2.235,2019,0.0002251811,-8.398605590620317,19.9,1.5
2022-03-30 00:00:00,284,stove,158139,9318,0,5,16,24,27,21,6,99.0,2.105,2019,0.0007237317,-7.231089814370833,36.58,1.0
2022-03-29 00:00:00,283,shall,149070,8494,0,3,17,30,28,17,4,99.0,2.115,2019,0.0259955209,-3.649831028878289,28.599999999999998,1.5
2022-03-28 00:00:00,282,found,173696,10613,1,6,17,22,20,21,14,101.0,1.96,2019,0.0392685707,-3.237330807795111,23.5,1.0
2022-03-27 00:00:00,281,nymph,165468,9935,1,2,18,44,26,9,1,101.0,2.1,2019,0.0001455374,-8.83507745970951,19.1,1.0
2022-03-26 00:00:00,280,epoxy,149507,9376,0,2,13,31,33,18,3,100.0,2.2150000000000003,2019,0.0002013428,-8.510501629935417,24.25,1.0
2022-03-25 00:00:00,279,depot,150197,8562,0,5,29,36,20,7,1,98.0,1.92,2019,0.0003133887,-8.068066284850657,35.5,1.0
2022-03-24 00:00:00,278,chest,169066,9318,1,14,35,31,14,5,1,101.0,1.795,2019,0.0067858915,-4.9929096015483925,37.0,1.0
2022-03-23 00:00:00,277,purge,156785,8555,1,4,22,35,26,11,2,101.0,2.065,2019,0.0002148644,-8.445503426484473,25.4,1.0
2022-03-22 00:00:00,276,slosh,160161,8807,0,2,19,36,27,13,2,99.0,2.0999999999999996,2019,1.67428e-05,-10.997542242851784,30.200000000000003,1.5
2022-03-21 00:00:00,275,their,173636,9200,2,14,36,30,13,4,0,99.0,1.735,2019,0.2023141521,-1.5979335812493127,40.9,1.0
2022-03-20 00:00:00,274,renew,154987,8417,0,4,20,33,27,13,2,99.0,2.0749999999999997,2019,0.0003724272,-7.895468975486422,40.49999999999999,1.5
2022-03-19 00:00:00,273,allow,156311,8515,0,5,21,32,26,14,3,101.0,2.0900000000000003,2019,0.0088771764,-4.724271745515156,26.099999999999998,1.5
2022-03-18 00:00:00,272,saute,179830,9304,1,8,31,34,19,6,1,100.0,1.89,2019,1.11146e-05,-11.407250998600084,39.099999999999994,1.0
2022-03-17 00:00:00,271,movie,169071,8847,1,5,18,30,26,16,3,99.0,2.0700000000000003,2019,0.0024112349,-6.027616256076023,30.580000000000002,1.0
2022-03-16 00:00:00,270,cater,217856,11234,1,7,19,22,19,18,15,101.0,1.89,2019,0.0001737907,-8.65765885634604,38.8,1.0
2022-03-15 00:00:00,269,tease,202855,10024,1,16,32,30,16,6,1,102.0,1.8299999999999998,2019,0.0003612248,-7.926010078756287,49.0,1.5
2022-03-14 00:00:00,268,smelt,185406,9373,0,5,19,33,28,13,2,100.0,2.0949999999999998,2019,0.000154199,-8.77726658194038,34.5,1.0
2022-03-13 00:00:00,267,focus,179436,8937,1,4,23,36,24,10,1,99.0,2.0149999999999997,2019,0.0117203878,-4.44642540664349,21.6,1.0
2022-03-12 00:00:00,266,today,192049,9353,1,7,29,35,20,7,1,100.0,1.9249999999999998,2019,0.0145973151,-4.226917664439295,31.1,1.0
2022-03-11 00:00:00,265,watch,226349,12400,1,6,14,18,17,24,20,100.0,1.8800000000000001,2019,0.0072439089,-4.927594314964951,28.6,1.0
2022-03-10 00:00:00,264,lapse,208884,9960,0,8,31,34,19,7,1,100.0,1.9149999999999998,2019,0.0002920827,-8.13847357661689,33.099999999999994,1.0
2022-03-09 00:00:00,263,month,201799,9435,1,5,26,37,22,8,1,100.0,1.98,2019,0.0062354999,-5.077496526640679,31.800000000000004,1.0
2022-03-08 00:00:00,262,sweet,207473,9767,1,5,18,31,28,15,2,100.0,2.105,2019,0.0051699301,-5.264896110862677,43.199999999999996,1.5
2022-03-07 00:00:00,261,hoard,218595,9823,1,9,30,34,19,7,1,101.0,1.9149999999999998,2019,0.0001123284,-9.094083834158344,32.099999999999994,1.0
2022-03-06 00:00:00,260,cloth,218595,9911,1,8,33,34,17,7,1,101.0,1.9,2019,0.0017268599,-6.361450606443535,29.5,1.0
2022-03-05 00:00:00,259,brine,229895,10405,1,9,25,29,22,12,3,101.0,1.9749999999999999,2019,0.0001648038,-8.710754882502313,33.9,1.0
2022-03-04 00:00:00,258,ahead,203730,9396,1,5,20,35,26,12,2,101.0,2.0749999999999997,2019,0.0051771675,-5.263497186940225,39.5,1.5
2022-03-03 00:00:00,257,mourn,240018,10465,1,8,29,34,19,8,1,100.0,1.92,2019,0.0002575336,-8.264360360936074,25.4,1.0
2022-03-02 00:00:00,256,nasty,257304,10813,1,7,26,31,21,11,2,99.0,1.95,2019,0.0006579859,-7.326327055439981,32.3,1.0
2022-03-01 00:00:00,255,rupee,240137,10577,1,2,17,35,30,13,2,100.0,2.13,2019,5.34803e-05,-9.836197196172593,36.099999999999994,1.5
2022-02-28 00:00:00,254,choke,251094,10521,1,8,30,36,18,6,1,100.0,1.89,2019,0.0002834545,-8.16845894150414,29.869999999999997,1.0
2022-02-27 00:00:00,253,chant,250413,10438,1,9,33,33,16,7,1,100.0,1.865,2019,0.0003093295,-8.081103506164347,32.9,1.0
2022-02-26 00:00:00,252,spill,248363,10087,1,5,26,34,22,10,2,100.0,1.985,2019,0.0004978596,-7.605192448399553,23.2,1.5
2022-02-25 00:00:00,251,vivid,255907,11687,1,2,10,29,33,21,4,100.0,2.23,2019,0.0008114044,-7.116743984480478,20.26,1.5
2022-02-24 00:00:00,250,bloke,250674,10405,1,6,21,32,25,12,2,99.0,2.0149999999999997,2019,0.0001500067,-8.804830598198878,26.47,1.0
2022-02-23 00:00:00,249,trove,277576,11411,1,5,16,24,25,22,8,101.0,2.1,2019,7.20042e-05,-9.53878610731621,36.28,1.0
2022-02-22 00:00:00,248,thorn,306356,11814,1,14,38,30,12,4,0,99.0,1.735,2019,0.0003450167,-7.9719177363073355,35.4,1.0
2022-02-21 00:00:00,247,other,278731,10887,1,9,26,30,21,10,2,99.0,1.92,2019,0.1266255626,-2.066520873382686,41.400000000000006,1.0
2022-02-20 00:00:00,246,tacit,273306,11094,1,4,21,32,26,14,3,101.0,2.085,2019,0.0003332173,-8.006715728251116,36.199999999999996,1.5
2022-02-19 00:00:00,245,swill,282327,11241,1,1,8,19,31,30,10,100.0,2.2399999999999998,2019,1.89406e-05,-10.874202791721837,23.7,1.5
2022-02-18 00:00:00,244,dodge,265238,10220,1,3,15,29,27,19,7,101.0,2.12,2019,0.0003920319,-7.844167343933765,30.8,1.5
2022-02-17 00:00:00,243,shake,342003,12767,1,6,16,23,24,21,9,100.0,2.04,2019,0.0021670783,-6.134375424178063,34.06999999999999,1.0
2022-02-16 00:00:00,242,caulk,289721,10740,1,4,20,31,26,15,3,100.0,2.08,2019,1.03873e-05,-11.474926651879018,18.57,1.0
2022-02-15 00:00:00,241,aroma,287836,10343,1,6,25,33,22,11,2,100.0,1.99,2019,0.0003704602,-7.900764541400491,32.3,1.5
2022-02-14 00:00:00,240,cynic,261521,10343,1,6,25,33,22,11,2,100.0,1.99,2019,6.07556e-05,-9.70865129892207,21.3,1.5
2022-02-13 00:00:00,239,robin,277471,3249,1,6,29,34,21,8,1,100.0,1.95,2019,0.0010635497,-6.8461431919288405,28.7,1.0
2022-02-12 00:00:00,238,ultra,269885,9310,1,7,23,34,24,10,1,100.0,2.005,2019,0.0005169141,-7.5676338481308365,30.099999999999998,1.0
2022-02-11 00:00:00,237,ulcer,278826,10631,1,4,18,30,28,16,3,100.0,2.1100000000000003,2019,0.0002536239,-8.279658096939578,28.299999999999997,1.0
2022-02-10 00:00:00,236,pause,304830,13480,1,8,26,32,21,10,2,100.0,1.95,2019,0.0018724814,-6.280490775866561,31.9,1.0
2022-02-09 00:00:00,235,humor,305372,13846,1,5,22,34,25,11,2,100.0,2.03,2019,0.001184238,-6.738655749207319,24.799999999999997,1.0
2022-02-08 00:00:00,234,frame,336236,15369,1,10,20,24,24,17,3,99.0,2.0100000000000002,2019,0.0041871143,-5.475743493535791,31.499999999999996,1.0
2022-02-07 00:00:00,233,elder,288228,13340,1,3,13,24,30,24,5,100.0,2.205,2019,0.0015421056,-6.474606523695546,39.7,1.5
2022-02-06 00:00:00,232,skill,311018,13716,1,3,17,33,27,16,3,100.0,2.12,2019,0.0028434163,-5.862749027205428,22.07,1.5
2022-02-05 00:00:00,231,aloft,319698,13708,1,4,22,36,25,11,2,101.0,2.0599999999999996,2019,0.0002416747,-8.327917950950882,31.0,1.0
2022-02-04 00:00:00,230,pleat,359679,14813,1,10,28,31,19,9,2,100.0,1.9,2019,1.16602e-05,-11.359329224530372,35.9,1.0
2022-02-03 00:00:00,229,shard,358176,14609,1,7,22,28,25,14,4,101.0,2.03,2019,8.13039e-05,-9.41731657208135,30.9,1.0
2022-02-02 00:00:00,228,moist,361908,14205,3,13,32,29,16,7,1,101.0,1.8199999999999998,2019,0.0004983722,-7.60416337053788,32.3,1.0
2022-02-01 00:00:00,227,those,351663,13606,1,13,34,30,15,6,1,100.0,1.805,2019,0.0620804411,-2.7793242977844788,41.7,1.0
2022-01-31 00:00:00,226,light,341314,13347,1,10,25,27,19,12,5,99.0,1.88,2019,0.0239670683,-3.731074545066441,28.200000000000003,1.0
2022-01-30 00:00:00,225,wrung,294687,11524,0,2,18,39,27,12,2,100.0,2.1149999999999998,2019,0.0001558398,-8.76668200143843,19.9,1.0
2022-01-29 00:00:00,224,could,313220,11592,1,7,29,35,20,8,1,101.0,1.9549999999999998,2019,0.1269056796,-2.0643111487621555,21.400000000000002,1.0
2022-01-28 00:00:00,223,perky,296968,11148,1,4,17,30,27,17,4,100.0,2.105,2019,5.49891e-05,-9.808375574190597,23.37,1.0
2022-01-27 00:00:00,222,mount,331844,11451,1,9,29,33,19,7,1,99.0,1.88,2019,0.0019669214,-6.231285699702537,28.5,1.0
2022-01-26 00:00:00,221,whack,302348,10163,1,4,22,37,24,10,2,100.0,2.025,2019,9.99844e-05,-9.210496384145449,20.27,1.0
2022-01-25 00:00:00,220,sugar,276404,8708,1,6,25,34,23,9,1,99.0,1.97,2019,0.0035621723,-5.637384723583248,25.299999999999997,1.0
2022-01-24 00:00:00,219,knoll,258038,8317,1,1,11,29,33,21,4,100.0,2.235,2019,0.0001092705,-9.12168409857073,22.97,1.5
2022-01-23 00:00:00,218,crimp,269929,7630,1,5,28,38,20,7,1,100.0,1.95,2019,3.59611e-05,-10.233072759284768,20.099999999999998,1.0
2022-01-22 00:00:00,217,wince,241489,6850,1,3,17,33,29,15,3,101.0,2.14,2019,0.0001382978,-8.886101226867664,31.6,1.0
2022-01-21 00:00:00,216,prick,273727,7409,1,8,30,33,19,7,1,99.0,1.8849999999999998,2019,0.000269335,-8.219554600011623,18.47,1.0
2022-01-20 00:00:00,215,robot,243964,6589,1,8,29,34,20,8,1,101.0,1.9449999999999998,2019,0.0010631157,-6.846551342647825,31.6,1.5
2022-01-19 00:00:00,214,point,280622,7094,1,16,37,28,12,4,1,99.0,1.7049999999999998,2018,0.0305480438,-3.48845462814794,32.199999999999996,1.0
2022-01-18 00:00:00,213,proxy,220950,6206,1,2,11,24,31,26,6,101.0,2.255,2018,0.0004978803,-7.605150871276846,17.55,1.0
2022-01-17 00:00:00,212,shire,222197,5640,1,8,32,32,18,8,2,101.0,1.905,2019,8.44527e-05,-9.379318943640728,38.099999999999994,1.0
2022-01-16 00:00:00,211,solar,209609,4955,1,9,32,32,18,7,1,100.0,1.88,2019,0.0021804623,-6.128218360443395,32.0,1.0
2022-01-15 00:00:00,210,panic,205880,4655,1,9,35,34,16,5,1,101.0,1.855,2019,0.0018212397,-6.30823785592727,26.6,1.0
2022-01-14 00:00:00,209,tangy,169484,3985,1,4,21,30,24,15,5,100.0,2.0349999999999997,2019,5.22013e-05,-9.860403159171227,27.999999999999996,1.0
2022-01-13 00:00:00,208,abbey,132726,3345,1,2,13,29,31,20,3,99.0,2.19,2019,0.000637198,-7.358430118665259,25.9,1.5
2022-01-12 00:00:00,207,favor,137586,3073,1,4,15,26,29,21,4,100.0,2.165,2019,0.0027341875,-5.901920962197994,24.88,1.0
2022-01-11 00:00:00,206,drink,153880,3017,1,9,35,34,16,5,1,101.0,1.855,2019,0.0056026529,-5.184515061273822,24.77,1.0
2022-01-10 00:00:00,205,query,107134,2242,1,4,16,30,30,17,2,100.0,2.155,2019,0.0009828527,-6.925051296451252,23.595,1.0
2022-01-09 00:00:00,204,gorge,91477,1913,1,3,13,27,30,22,4,100.0,2.2,2019,0.0002702694,-8.2160913186375,30.2,1.5
2022-01-08 00:00:00,203,crank,101503,1763,1,5,23,31,24,14,2,100.0,2.05,2019,0.0001548591,-8.772994886723476,24.47,1.0
2022-01-07 00:00:00,202,slump,80630,1362,1,3,23,39,24,9,1,100.0,2.0349999999999997,2019,0.0001344763,-8.914122582627304,17.400000000000002,1.0
