Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),Total Percent,score,year,WordPercent,WordLogPercent,LetterPercent,Rep,VowelCount,avgscore
2022-08-16 00:00:00,423,gruel,35105.0,3087.0,0.0,3.0,19.0,39.0,29.0,9.0,1.0,100.0,2.0949999999999998,2018,4.1586e-05,-10.087746985800372,27.5,1,2,4.25
2022-08-15 00:00:00,422,poker,35376.0,3180.0,0.0,4.0,17.0,30.0,27.0,17.0,5.0,100.0,2.105,2018,0.0003465889,-7.96737120658509,28.869999999999997,1,2,4.51
2022-08-14 00:00:00,421,khaki,31652.0,2968.0,0.0,2.0,17.0,33.0,28.0,16.0,4.0,100.0,2.1350000000000002,2018,0.000131933,-8.93321633999566,22.839999999999996,2,2,4.51
2022-08-13 00:00:00,420,hunky,35276.0,3185.0,0.0,1.0,11.0,33.0,25.0,22.0,7.0,99.0,2.1550000000000002,2018,2.73024e-05,-10.50853594754949,18.369999999999997,1,1,4.777777777777778
2022-08-12 00:00:00,419,label,34198.0,3076.0,0.0,4.0,18.0,32.0,29.0,15.0,2.0,100.0,2.135,2018,0.0018857175,-6.273446893901124,30.4,2,2,4.39
2022-08-11 00:00:00,418,glean,37301.0,3243.0,0.0,6.0,23.0,37.0,24.0,8.0,1.0,99.0,1.99,2018,8.61436e-05,-9.359494886780663,33.6,1,2,4.08080808080808
2022-08-10 00:00:00,417,cling,37654.0,3312.0,0.0,4.0,20.0,34.0,27.0,13.0,2.0,100.0,2.0949999999999998,2018,0.0003418072,-7.981263722554384,22.5,1,1,4.31
2022-08-09 00:00:00,416,patty,36223.0,3019.0,0.0,2.0,16.0,39.0,29.0,12.0,1.0,99.0,2.13,2019,0.0003601277,-7.92905186719095,30.299999999999997,2,1,4.363636363636363
2022-08-08 00:00:00,415,unfit,35516.0,3187.0,0.0,3.0,24.0,38.0,25.0,9.0,1.0,100.0,2.05,2019,0.000231883,-8.369277623850023,27.799999999999997,1,2,4.16
2022-08-07 00:00:00,414,smear,36223.0,3190.0,0.0,2.0,16.0,39.0,29.0,12.0,2.0,100.0,2.135,2019,0.0002265635,-8.392485299131918,35.599999999999994,1,2,4.39
2022-08-06 00:00:00,413,alien,38841.0,3395.0,3.0,17.0,31.0,29.0,15.0,4.0,0.0,99.0,1.725,2019,0.0012632411,-6.674074559136687,38.6,1,3,3.484848484848485
2022-08-05 00:00:00,412,buggy,37350.0,3428.0,0.0,1.0,9.0,29.0,34.0,22.0,5.0,100.0,2.26,2019,0.000204668,-8.49412140384848,10.3,2,1,4.82
2022-08-04 00:00:00,411,rhyme,37229.0,3336.0,0.0,4.0,22.0,39.0,25.0,8.0,1.0,99.0,2.02,2019,0.000315574,-8.061117355149193,29.2,1,1,4.141414141414141
2022-08-03 00:00:00,410,youth,38381.0,3327.0,1.0,5.0,17.0,31.0,29.0,15.0,3.0,101.0,2.12,2019,0.0053648204,-5.227892379694673,27.5,1,2,4.376237623762377
2022-08-02 00:00:00,409,coyly,34909.0,3380.0,0.0,0.0,4.0,17.0,28.0,35.0,15.0,99.0,2.225,2019,4.15117e-05,-10.089535242750927,18.3,2,1,5.404040404040404
2022-08-01 00:00:00,408,quart,36662.0,3303.0,0.0,5.0,20.0,33.0,27.0,13.0,2.0,100.0,2.085,2019,0.0001717495,-8.669473538074204,26.195,1,2,4.29
2022-07-31 00:00:00,407,cramp,39250.0,3369.0,1.0,8.0,26.0,33.0,19.0,10.0,2.0,99.0,1.92,2019,8.08846e-05,-9.422487110487545,21.299999999999997,1,1,4.0
2022-07-30 00:00:00,406,bluff,37353.0,3171.0,0.0,2.0,14.0,42.0,31.0,10.0,1.0,100.0,2.15,2019,0.0003259739,-8.02869324115234,12.7,2,1,4.36
2022-07-29 00:00:00,405,upset,37791.0,3213.0,0.0,5.0,30.0,38.0,20.0,6.0,1.0,100.0,1.9449999999999998,2019,0.0018814837,-6.275694611268867,32.8,1,2,3.95
2022-07-28 00:00:00,404,stomp,40650.0,3490.0,0.0,7.0,26.0,32.0,21.0,11.0,2.0,99.0,1.965,2019,7.78033e-05,-9.46132671122704,27.199999999999996,1,1,4.090909090909091
2022-07-27 00:00:00,403,motto,38384.0,3285.0,0.0,1.0,11.0,36.0,36.0,14.0,1.0,99.0,2.2199999999999998,2019,0.0002937428,-8.132806003444593,35.6,2,2,4.545454545454546
2022-07-26 00:00:00,402,cinch,39171.0,3507.0,0.0,2.0,15.0,24.0,22.0,25.0,13.0,101.0,2.09,2019,3.39922e-05,-10.289379471431722,25.4,2,1,4.910891089108911
2022-07-25 00:00:00,401,elope,39228.0,3339.0,0.0,4.0,22.0,32.0,26.0,13.0,2.0,99.0,2.0599999999999996,2019,2.65247e-05,-10.537434183613012,38.8,2,3,4.282828282828283
2022-07-24 00:00:00,400,power,39813.0,3401.0,2.0,6.0,19.0,29.0,24.0,15.0,4.0,99.0,2.005,2019,0.0337360931,-3.389187002878418,30.5,1,2,4.292929292929293
2022-07-23 00:00:00,399,midge,36769.0,3111.0,0.0,2.0,18.0,39.0,28.0,10.0,2.0,99.0,2.0799999999999996,2019,4.5636e-05,-9.99481367923015,28.4,1,2,4.3232323232323235
2022-07-22 00:00:00,398,tryst,43099.0,3665.0,0.0,3.0,26.0,41.0,23.0,6.0,1.0,100.0,2.0,2019,4.54531e-05,-9.998829532846083,32.5,2,0,4.06
2022-07-21 00:00:00,397,aphid,39086.0,3367.0,0.0,6.0,24.0,36.0,23.0,9.0,2.0,100.0,1.995,2019,4.25858e-05,-10.063989693590187,27.5,1,2,4.11
2022-07-20 00:00:00,396,trite,42237.0,3685.0,0.0,4.0,14.0,22.0,22.0,23.0,15.0,100.0,2.005,2019,5.49202e-05,-9.809629335410538,43.900000000000006,2,2,4.91
2022-07-19 00:00:00,395,angry,39667.0,3358.0,0.0,5.0,27.0,38.0,21.0,7.0,1.0,99.0,1.9549999999999998,2019,0.0040673723,-5.504758114569821,24.9,1,1,4.01010101010101
2022-07-18 00:00:00,394,flock,42574.0,3548.0,0.0,4.0,22.0,37.0,27.0,9.0,1.0,100.0,2.06,2019,0.0006265652,-7.375257718811638,17.27,1,1,4.18
2022-07-17 00:00:00,393,wacky,39611.0,3345.0,0.0,3.0,18.0,39.0,27.0,10.0,2.0,99.0,2.065,2019,3.38541e-05,-10.293450443341037,16.169999999999998,1,1,4.292929292929293
2022-07-16 00:00:00,392,roomy,38769.0,3280.0,0.0,2.0,17.0,41.0,28.0,10.0,2.0,100.0,2.105,2019,4.49289e-05,-10.010429317710285,25.4,2,2,4.33
2022-07-15 00:00:00,391,wedge,39234.0,3353.0,0.0,2.0,11.0,32.0,37.0,17.0,2.0,101.0,2.2699999999999996,2019,0.0004020111,-7.819030857786157,34.099999999999994,2,2,4.6138613861386135
2022-07-14 00:00:00,390,liver,40549.0,3388.0,0.0,4.0,16.0,26.0,25.0,20.0,8.0,99.0,2.065,2019,0.0023873662,-6.0375645290646105,30.68,1,2,4.656565656565657
2022-07-13 00:00:00,389,bland,46246.0,3727.0,0.0,7.0,31.0,38.0,18.0,4.0,0.0,98.0,1.865,2019,0.0002998704,-8.112160176646956,24.7,1,1,3.806122448979592
2022-07-12 00:00:00,388,night,46910.0,3870.0,1.0,8.0,27.0,27.0,17.0,13.0,7.0,100.0,1.88,2019,0.0259609996,-3.651159882494649,30.9,1,1,4.18
2022-07-11 00:00:00,387,madam,40545.0,3430.0,0.0,3.0,13.0,35.0,34.0,14.0,2.0,101.0,2.2049999999999996,2019,0.000766837,-7.173236295479068,25.499999999999996,2,2,4.485148514851486
2022-07-10 00:00:00,386,berth,41785.0,3494.0,0.0,7.0,24.0,35.0,24.0,9.0,1.0,100.0,2.005,2019,0.0001724631,-8.665327257418996,35.4,1,1,4.07
2022-07-09 00:00:00,385,stead,47094.0,3933.0,1.0,6.0,20.0,27.0,28.0,16.0,3.0,101.0,2.1,2019,0.0002493792,-8.29653592835671,40.599999999999994,1,2,4.336633663366337
2022-07-08 00:00:00,384,voice,42806.0,3484.0,1.0,5.0,24.0,35.0,25.0,9.0,1.0,100.0,2.0149999999999997,2019,0.0207437341,-3.8755110489922155,30.98,1,3,4.09
2022-07-07 00:00:00,383,agape,43407.0,3671.0,0.0,2.0,18.0,36.0,27.0,15.0,3.0,101.0,2.15,2019,0.0001087672,-9.12630073958206,33.0,2,3,4.435643564356436
2022-07-06 00:00:00,382,fluff,47344.0,4049.0,0.0,0.0,4.0,25.0,44.0,23.0,4.0,100.0,2.37,2019,8.42854e-05,-9.381301898940333,13.399999999999999,2,1,4.98
2022-07-05 00:00:00,381,field,44578.0,3604.0,1.0,6.0,25.0,36.0,23.0,9.0,1.0,101.0,2.01,2019,0.0157946829,-4.148081920903023,30.2,1,2,4.03960396039604
2022-07-04 00:00:00,380,sever,42645.0,3591.0,0.0,2.0,13.0,27.0,29.0,21.0,7.0,99.0,2.145,2019,0.0001221246,-9.010468722939342,38.68,2,2,4.757575757575758
2022-07-03 00:00:00,379,lilac,40486.0,3461.0,0.0,2.0,17.0,38.0,29.0,12.0,1.0,99.0,2.125,2019,0.0001207633,-9.021678126569562,26.0,2,2,4.353535353535354
2022-07-02 00:00:00,378,egret,41765.0,3515.0,0.0,3.0,14.0,33.0,33.0,15.0,2.0,100.0,2.1849999999999996,2019,1.86489e-05,-10.889723394847154,42.5,2,2,4.49
2022-07-01 00:00:00,377,pinto,47248.0,3792.0,0.0,5.0,25.0,41.0,22.0,6.0,1.0,100.0,1.98,2019,0.0001612025,-8.732849219327141,32.2,1,2,4.02
2022-06-30 00:00:00,376,hutch,44212.0,3758.0,0.0,1.0,12.0,28.0,28.0,21.0,9.0,99.0,2.125,2019,6.00933e-05,-9.71961220350279,26.9,2,1,4.838383838383838
2022-06-29 00:00:00,375,gawky,45645.0,3957.0,0.0,1.0,5.0,22.0,33.0,28.0,10.0,99.0,2.2399999999999998,2019,1.51746e-05,-11.095887580509448,15.37,1,1,5.1313131313131315
2022-06-28 00:00:00,374,droll,47312.0,3844.0,0.0,2.0,16.0,31.0,31.0,17.0,3.0,100.0,2.18,2019,6.238e-05,-9.682265846784617,25.8,2,1,4.54
2022-06-27 00:00:00,373,retro,47986.0,3848.0,0.0,6.0,24.0,35.0,24.0,9.0,1.0,99.0,1.9949999999999999,2019,0.0001059497,-9.152546104778278,41.3,2,2,4.090909090909091
2022-06-26 00:00:00,372,rusty,50450.0,3954.0,0.0,9.0,37.0,34.0,13.0,5.0,1.0,99.0,1.805,2019,0.0004297128,-7.752393479402643,26.200000000000003,1,1,3.707070707070707
2022-06-25 00:00:00,371,beady,46089.0,3670.0,0.0,3.0,19.0,39.0,29.0,10.0,1.0,101.0,2.125,2019,5.51401e-05,-9.8056333388048,28.7,1,2,4.267326732673268
2022-06-24 00:00:00,370,smite,50617.0,3991.0,0.0,6.0,23.0,35.0,24.0,11.0,2.0,101.0,2.045,2019,0.0001097361,-9.117432165510609,37.5,1,2,4.1683168316831685
2022-06-23 00:00:00,369,brink,53111.0,4118.0,0.0,4.0,22.0,41.0,24.0,7.0,1.0,99.0,2.005,2019,0.0003482469,-7.962598846995092,21.97,1,1,4.111111111111111
2022-06-22 00:00:00,368,awful,47645.0,3861.0,0.0,5.0,21.0,33.0,27.0,12.0,2.0,100.0,2.07,2018,0.0015736354,-6.454366794955374,19.6,1,2,4.26
2022-06-21 00:00:00,367,gloat,53342.0,4194.0,0.0,8.0,21.0,31.0,26.0,12.0,2.0,100.0,2.0349999999999997,2018,3.87518e-05,-10.158333351630858,30.799999999999997,1,2,4.19
2022-06-20 00:00:00,366,input,50484.0,3950.0,0.0,5.0,30.0,38.0,21.0,6.0,1.0,101.0,1.97,2018,0.0041725627,-5.479224875578935,27.5,1,2,3.9603960396039604
2022-06-19 00:00:00,365,loser,55359.0,4399.0,1.0,10.0,28.0,32.0,19.0,8.0,2.0,100.0,1.89,2018,0.0002279366,-8.386443037853953,36.5,1,2,3.9
2022-06-18 00:00:00,364,cacao,47205.0,4101.0,0.0,1.0,9.0,27.0,36.0,23.0,4.0,100.0,2.295,2018,9.7668e-05,-9.23393658583137,29.5,2,3,4.83
2022-06-17 00:00:00,363,blown,54665.0,4251.0,0.0,6.0,23.0,35.0,26.0,10.0,1.0,101.0,2.06,2018,0.0009033609,-7.009388416619093,22.1,1,1,4.138613861386139
2022-06-16 00:00:00,362,apron,53430.0,4112.0,0.0,7.0,30.0,38.0,19.0,5.0,1.0,100.0,1.91,2018,0.0004054168,-7.8105948842524695,30.3,1,2,3.88
2022-06-15 00:00:00,361,primo,55989.0,4391.0,0.0,3.0,22.0,38.0,25.0,10.0,2.0,100.0,2.0549999999999997,2018,9.91378e-05,-9.2189997564593,24.8,1,2,4.23
2022-06-14 00:00:00,360,atone,59968.0,4762.0,2.0,16.0,34.0,29.0,14.0,4.0,1.0,100.0,1.7349999999999999,2018,8.41214e-05,-9.383249564377158,44.199999999999996,1,3,3.53
2022-06-13 00:00:00,359,donor,53802.0,4142.0,0.0,3.0,27.0,38.0,23.0,7.0,1.0,99.0,1.9849999999999999,2018,0.0009905763,-6.917223662990345,32.0,2,2,4.070707070707071
2022-06-12 00:00:00,358,float,56684.0,4323.0,1.0,12.0,30.0,32.0,18.0,6.0,1.0,100.0,1.8499999999999999,2018,0.0006608039,-7.322053433837876,31.0,1,2,3.76
2022-06-11 00:00:00,357,goose,51958.0,4087.0,0.0,2.0,12.0,28.0,32.0,21.0,5.0,100.0,2.215,2018,0.0004825207,-7.636486736551075,36.0,2,3,4.73
2022-06-10 00:00:00,356,piety,55376.0,4324.0,0.0,4.0,25.0,41.0,22.0,7.0,1.0,100.0,2.0,2019,0.0004729362,-7.656550062290899,32.7,1,2,4.06
2022-06-09 00:00:00,355,girth,60020.0,4665.0,0.0,6.0,23.0,33.0,23.0,12.0,3.0,100.0,2.015,2019,9.86151e-05,-9.224286164064806,30.200000000000003,1,1,4.21
2022-06-08 00:00:00,354,trait,61026.0,4607.0,0.0,6.0,22.0,35.0,24.0,11.0,2.0,100.0,2.03,2019,0.0007827152,-7.152741657385486,39.4,2,2,4.18
2022-06-07 00:00:00,353,flood,58991.0,4440.0,0.0,3.0,20.0,40.0,28.0,8.0,1.0,100.0,2.0749999999999997,2019,0.0015737296,-6.4543069353585185,25.5,2,2,4.21
2022-06-06 00:00:00,352,gloom,58478.0,4548.0,0.0,2.0,14.0,35.0,35.0,13.0,1.0,100.0,2.1999999999999997,2019,0.0005564458,-7.493940786421289,23.4,2,2,4.46
2022-06-05 00:00:00,351,depth,56738.0,4329.0,0.0,6.0,28.0,39.0,20.0,6.0,1.0,100.0,1.9449999999999998,2019,0.0035556057,-5.639229850493078,34.1,1,1,3.95
2022-06-04 00:00:00,350,froth,58263.0,4432.0,0.0,5.0,22.0,35.0,25.0,11.0,1.0,99.0,2.04,2019,8.64126e-05,-9.356377059453578,30.9,1,1,4.181818181818182
2022-06-03 00:00:00,349,peach,65431.0,4957.0,1.0,13.0,38.0,32.0,13.0,3.0,0.0,100.0,1.76,2019,0.000336396,-7.997221520542596,31.699999999999996,1,2,3.52
2022-06-02 00:00:00,348,showy,61278.0,4770.0,0.0,2.0,16.0,37.0,30.0,13.0,2.0,100.0,2.15,2019,7.60791e-05,-9.483736969450108,24.299999999999997,1,1,4.42
2022-06-01 00:00:00,347,creak,63241.0,4797.0,0.0,5.0,21.0,32.0,25.0,14.0,3.0,100.0,2.065,2019,0.0001387518,-8.882823832448906,30.47,1,2,4.31
2022-05-31 00:00:00,346,manor,62768.0,4802.0,0.0,6.0,27.0,34.0,21.0,10.0,2.0,100.0,1.98,2019,0.0004970626,-7.606794584064996,30.8,1,2,4.08
2022-05-30 00:00:00,345,atoll,60969.0,4741.0,0.0,6.0,28.0,36.0,21.0,8.0,1.0,100.0,1.97,2019,5.18841e-05,-9.86649817311125,32.8,2,2,4.0
2022-05-29 00:00:00,344,bayou,56839.0,4435.0,0.0,6.0,17.0,33.0,29.0,13.0,2.0,100.0,2.0999999999999996,2019,8.41933e-05,-9.382395212328603,22.0,1,3,4.32
2022-05-28 00:00:00,343,crept,60069.0,4562.0,0.0,4.0,27.0,38.0,22.0,7.0,1.0,99.0,1.97,2019,0.0007876113,-7.146505863917767,32.5,1,1,4.040404040404041
2022-05-27 00:00:00,342,tiara,63846.0,4842.0,0.0,8.0,36.0,33.0,17.0,6.0,1.0,101.0,1.89,2019,6.16163e-05,-9.694584112038344,38.5,2,3,3.801980198019802
2022-05-26 00:00:00,341,asset,63188.0,4733.0,0.0,7.0,28.0,34.0,21.0,8.0,1.0,99.0,1.94,2019,0.0020979548,-6.166792313568045,42.6,2,2,3.9797979797979797
2022-05-25 00:00:00,340,vouch,62723.0,4835.0,0.0,2.0,9.0,25.0,33.0,24.0,6.0,99.0,2.23,2019,6.86157e-05,-9.586989186443809,20.18,1,2,4.8686868686868685
2022-05-24 00:00:00,339,album,63380.0,4809.0,0.0,5.0,26.0,35.0,24.0,9.0,1.0,100.0,2.0149999999999997,2019,0.0007911669,-7.1420016137179445,18.9,1,2,4.09
2022-05-23 00:00:00,338,hinge,66431.0,4906.0,0.0,5.0,25.0,37.0,22.0,9.0,2.0,100.0,1.995,2019,0.0002044874,-8.49500419807155,34.5,1,2,4.11
2022-05-22 00:00:00,337,money,67909.0,4928.0,1.0,7.0,26.0,36.0,21.0,8.0,1.0,100.0,1.9549999999999998,2019,0.0179889129,-4.017999660861106,31.3,1,2,3.97
2022-05-21 00:00:00,336,scrap,66814.0,4973.0,1.0,9.0,28.0,34.0,20.0,8.0,1.0,101.0,1.94,2019,0.0004358646,-7.7381789133047345,25.199999999999996,1,1,3.900990099009901
2022-05-20 00:00:00,335,gamer,69884.0,5238.0,1.0,4.0,17.0,28.0,26.0,18.0,6.0,100.0,2.0799999999999996,2019,4.5115e-05,-10.00629577251781,31.299999999999997,1,2,4.52
2022-05-19 00:00:00,334,glass,70920.0,5162.0,0.0,4.0,19.0,33.0,27.0,14.0,3.0,100.0,2.095,2019,0.0078075202,-4.852667881554544,26.8,2,1,4.37
2022-05-18 00:00:00,333,scour,73933.0,5544.0,0.0,8.0,34.0,35.0,17.0,5.0,1.0,100.0,1.8699999999999999,2019,9.14736e-05,-9.299460151904189,25.400000000000002,1,2,3.8
2022-05-17 00:00:00,332,being,70722.0,5142.0,0.0,4.0,22.0,37.0,26.0,10.0,1.0,100.0,2.065,2018,0.0602750614,-2.8088368362509666,29.9,1,2,4.19
2022-05-16 00:00:00,331,delve,68349.0,5179.0,0.0,2.0,14.0,32.0,33.0,16.0,2.0,99.0,2.1849999999999996,2018,0.0001436619,-8.848047935733353,34.68,2,2,4.5353535353535355
2022-05-15 00:00:00,330,yield,67115.0,4963.0,0.0,4.0,16.0,29.0,29.0,18.0,4.0,100.0,2.145,2018,0.0028146082,-5.872932210025819,30.0,1,2,4.53
2022-05-14 00:00:00,329,metal,73225.0,5290.0,1.0,10.0,31.0,34.0,18.0,7.0,1.0,102.0,1.9149999999999998,2018,0.0051903522,-5.2609537228351355,36.4,1,2,3.8137254901960786
2022-05-13 00:00:00,328,tipsy,77585.0,5522.0,0.0,6.0,33.0,38.0,17.0,5.0,1.0,100.0,1.8949999999999998,2018,7.86327e-05,-9.45072291451147,26.3,1,1,3.85
2022-05-12 00:00:00,327,slung,75673.0,5419.0,0.0,2.0,16.0,37.0,31.0,13.0,2.0,101.0,2.175,2018,0.0002878821,-8.152959536645149,21.8,1,1,4.425742574257426
2022-05-11 00:00:00,326,farce,79446.0,5688.0,0.0,9.0,26.0,32.0,21.0,9.0,1.0,98.0,1.92,2018,0.0001519677,-8.791842559699322,31.9,1,2,3.979591836734694
2022-05-10 00:00:00,325,gecko,74412.0,5489.0,0.0,2.0,16.0,38.0,29.0,12.0,2.0,99.0,2.1149999999999998,2018,3.32739e-05,-10.310737252080761,25.77,1,2,4.393939393939394
2022-05-09 00:00:00,324,shine,88932.0,6146.0,1.0,14.0,32.0,30.0,17.0,6.0,1.0,101.0,1.835,2018,0.0007696401,-7.16958755498059,38.8,1,2,3.6930693069306932
2022-05-08 00:00:00,323,canny,72518.0,5256.0,0.0,2.0,10.0,30.0,34.0,20.0,4.0,100.0,2.24,2018,6.50737e-05,-9.639990084232862,26.4,2,1,4.72
2022-05-07 00:00:00,322,midst,74458.0,5233.0,0.0,3.0,25.0,39.0,24.0,9.0,1.0,101.0,2.06,2018,0.0016676546,-6.396337070828961,29.1,1,1,4.138613861386139
2022-05-06 00:00:00,321,badge,76292.0,5482.0,0.0,4.0,20.0,35.0,26.0,12.0,2.0,99.0,2.0599999999999996,2018,0.0003916754,-7.845077122430378,28.7,1,2,4.282828282828283
2022-05-05 00:00:00,320,homer,85979.0,6313.0,0.0,3.0,16.0,26.0,24.0,19.0,12.0,100.0,2.02,2019,0.0005698869,-7.470072637876371,34.7,1,2,4.76
2022-05-04 00:00:00,319,train,107750.0,7243.0,6.0,26.0,32.0,22.0,10.0,3.0,0.0,99.0,1.55,2019,0.0049224337,-5.313952216307569,37.0,1,2,3.1313131313131315
2022-05-03 00:00:00,318,hairy,85817.0,5941.0,1.0,8.0,24.0,33.0,23.0,10.0,1.0,100.0,1.9849999999999999,2019,0.0003119188,-8.072767660437625,29.299999999999997,1,2,4.03
2022-05-02 00:00:00,317,story,95643.0,6530.0,1.0,10.0,23.0,29.0,24.0,11.0,2.0,100.0,1.97,2019,0.0161343461,-4.126804981104527,30.9,1,1,4.06
2022-05-01 00:00:00,316,forgo,77658.0,5699.0,0.0,1.0,9.0,26.0,37.0,23.0,3.0,99.0,2.295,2019,9.20768e-05,-9.292887546543753,25.2,2,2,4.818181818181818
2022-04-30 00:00:00,315,larva,77991.0,5749.0,0.0,2.0,10.0,25.0,35.0,23.0,4.0,99.0,2.255,2019,9.38049e-05,-9.274293464510524,27.38,2,2,4.797979797979798
2022-04-29 00:00:00,314,trash,106652.0,7001.0,2.0,19.0,34.0,27.0,13.0,4.0,1.0,100.0,1.7,2019,0.0006738892,-7.302444852257157,35.699999999999996,1,1,3.46
2022-04-28 00:00:00,313,zesty,88974.0,6315.0,0.0,2.0,12.0,27.0,30.0,22.0,7.0,100.0,2.185,2019,1.5736e-05,-11.059559476877517,30.174,1,1,4.79
2022-04-27 00:00:00,312,shown,98967.0,6564.0,0.0,6.0,26.0,36.0,22.0,8.0,1.0,99.0,1.9649999999999999,2019,0.0133290644,-4.317808334801668,28.999999999999996,1,1,4.03030303030303
2022-04-26 00:00:00,311,heist,103153.0,6830.0,1.0,13.0,32.0,31.0,16.0,6.0,1.0,100.0,1.8199999999999998,2019,4.13159e-05,-10.094263144192649,41.199999999999996,1,2,3.7
2022-04-25 00:00:00,310,askew,91548.0,6549.0,0.0,3.0,13.0,29.0,32.0,19.0,4.0,100.0,2.195,2019,8.36767e-05,-9.388549994371742,30.369999999999997,1,2,4.63
2022-04-24 00:00:00,309,inert,97452.0,6743.0,0.0,7.0,27.0,34.0,22.0,9.0,1.0,100.0,1.98,2019,0.0002907886,-8.142914015274162,41.5,1,2,4.02
2022-04-23 00:00:00,308,olive,95562.0,6482.0,1.0,6.0,25.0,34.0,23.0,10.0,1.0,100.0,2.0,2019,0.0015585927,-6.463971980256273,32.18,1,3,4.06
2022-04-22 00:00:00,307,plant,119232.0,7731.0,2.0,19.0,39.0,28.0,10.0,3.0,0.0,101.0,1.685,2019,0.0068392751,-4.985073532496069,29.9,1,1,3.3366336633663365
2022-04-21 00:00:00,306,oxide,97955.0,6960.0,0.0,2.0,11.0,30.0,33.0,21.0,4.0,101.0,2.2600000000000002,2019,0.0011883416,-6.735196557286445,31.65,1,3,4.712871287128713
2022-04-20 00:00:00,305,cargo,102007.0,6796.0,0.0,5.0,20.0,34.0,27.0,12.0,2.0,100.0,2.0749999999999997,2019,0.0009240808,-6.986711044258313,26.5,1,2,4.27
2022-04-19 00:00:00,304,foyer,108899.0,8198.0,0.0,2.0,10.0,19.0,19.0,23.0,26.0,99.0,1.8450000000000002,2019,0.0002818523,-8.174127383100995,30.4,1,2,5.303030303030303
2022-04-18 00:00:00,303,flair,112383.0,7341.0,1.0,8.0,30.0,36.0,18.0,6.0,1.0,100.0,1.89,2019,0.0001389663,-8.881279100271541,27.4,1,2,3.84
2022-04-17 00:00:00,302,ample,106681.0,7008.0,0.0,4.0,20.0,35.0,27.0,11.0,2.0,99.0,2.0549999999999997,2019,0.0006666753,-7.313207437174151,29.2,1,2,4.2727272727272725
2022-04-16 00:00:00,301,cheek,107987.0,7035.0,0.0,3.0,19.0,40.0,28.0,9.0,1.0,100.0,2.09,2019,0.0025225911,-5.982468691423327,35.07,2,2,4.24
2022-04-15 00:00:00,300,shame,129991.0,8522.0,1.0,11.0,22.0,25.0,21.0,15.0,5.0,100.0,1.9449999999999998,2019,0.0024315027,-6.019245817695388,35.699999999999996,1,2,4.19
2022-04-14 00:00:00,299,mince,113448.0,7356.0,0.0,6.0,24.0,35.0,24.0,10.0,1.0,100.0,2.025,2019,8.84923e-05,-9.33259501538532,31.6,1,2,4.11
2022-04-13 00:00:00,298,chunk,123255.0,7835.0,1.0,4.0,29.0,42.0,18.0,5.0,1.0,100.0,1.9249999999999998,2019,0.000288331,-8.151401432218798,19.169999999999998,1,1,3.91
2022-04-12 00:00:00,297,royal,114907.0,7275.0,1.0,5.0,24.0,36.0,23.0,9.0,1.0,99.0,1.9849999999999999,2019,0.0050954923,-5.279398992833945,27.7,1,2,4.070707070707071
2022-04-11 00:00:00,296,squad,109828.0,7236.0,0.0,3.0,20.0,33.0,27.0,14.0,2.0,99.0,2.0949999999999998,2019,0.0005946177,-7.427591879932132,21.695,1,2,4.353535353535354
2022-04-10 00:00:00,295,black,126241.0,7894.0,1.0,10.0,31.0,34.0,18.0,6.0,1.0,101.0,1.8849999999999998,2019,0.0222364764,-3.8060212574037444,17.27,1,1,3.792079207920792
2022-04-09 00:00:00,294,stair,134210.0,8537.0,2.0,21.0,36.0,26.0,11.0,4.0,1.0,101.0,1.68,2019,0.0002509765,-8.290151248713638,36.599999999999994,1,2,3.386138613861386
2022-04-08 00:00:00,293,scare,141158.0,9010.0,1.0,12.0,23.0,26.0,21.0,13.0,4.0,100.0,1.925,2019,0.0005586797,-7.489934236506872,36.0,1,2,4.09
2022-04-07 00:00:00,292,foray,117761.0,7575.0,0.0,2.0,14.0,31.0,31.0,19.0,4.0,101.0,2.215,2019,8.68353e-05,-9.351497336943043,25.9,1,2,4.623762376237623
2022-04-06 00:00:00,291,comma,117856.0,7560.0,0.0,2.0,13.0,33.0,33.0,17.0,3.0,101.0,2.225,2019,0.0001666884,-8.699384356711533,23.3,2,2,4.584158415841584
2022-04-05 00:00:00,290,natal,121356.0,7702.0,0.0,2.0,14.0,32.0,32.0,17.0,3.0,100.0,2.1950000000000003,2019,0.0002119809,-8.459014381690622,36.2,2,2,4.57
2022-04-04 00:00:00,289,shawl,129651.0,7943.0,0.0,3.0,16.0,31.0,30.0,16.0,3.0,99.0,2.1350000000000002,2019,0.0002634236,-8.241747175098482,26.999999999999996,1,1,4.494949494949495
2022-04-03 00:00:00,288,fewer,124532.0,7931.0,0.0,2.0,10.0,24.0,32.0,26.0,6.0,100.0,2.26,2019,0.0019353038,-6.247490962240028,36.0,2,2,4.88
2022-04-02 00:00:00,287,trope,155079.0,9315.0,1.0,16.0,33.0,28.0,15.0,6.0,1.0,100.0,1.7799999999999998,2019,0.0002180235,-8.430907702819853,37.2,1,2,3.62
2022-04-01 00:00:00,286,snout,144648.0,8913.0,1.0,4.0,19.0,27.0,26.0,18.0,5.0,100.0,2.085,2019,0.0001428832,-8.853483044670309,32.4,1,2,4.47
